novel,token,count,suggested_category,chapter_number,sentence_number,context_snippet
noli,pinacasalamin,1,B,24,24-75,"—ang tanong ng alferez, na tinitingnan ang fraile, na guinagawang pinacasalamin sa mata ang vaso ng ..."
noli,Nagcagat,1,B,24,24-86,Nagcagat-labi ang militar at ibinulong ang isang haling na pagtaliwacas....
noli,pagtaliwacas,1,B,24,24-86,Nagcagat-labi ang militar at ibinulong ang isang haling na pagtaliwacas....
noli,naguitla,1,B,24,24-96,"Ngunit ng makita ang alferez, na sa kanya'y nagsasalita, naguitla ang babae at nagtatacbo, at nawala..."
noli,cagugulat,1,B,24,24-99,—Isang cahabaghabag na babaeng pinilit sirain ang isip sa cagugulat at capapahirap!...
noli,nangagcaroon,1,B,24,24-103,"—Ang babaeng iya'y dinakip ng inyo pong mga sundalo,—ang ipinagpatuloy ng sabing may capaitan ng ten..."
noli,nacacaganti,1,A,24,24-115,"—anang alferez na casabay ang tawang libac, at natutuwa, dahil sa siya'y nacacaganti,—pagka nawawala..."
noli,guiniguising,1,B,24,24-115,"—anang alferez na casabay ang tawang libac, at natutuwa, dahil sa siya'y nacacaganti,—pagka nawawala..."
noli,Nagcagayon,1,B,24,24-118,—Nagcagayon ako't dahil sa ako ang nananagot ng salapi.......
noli,nacacahuli,1,A,24,24-133,—Sa nangyayari'y aking nakikitang bucod sa hindi kayo nacacahuli ng mga gumagawa ng masama'y hindi p...
noli,capamahay,1,B,24,24-133,—Sa nangyayari'y aking nakikitang bucod sa hindi kayo nacacahuli ng mga gumagawa ng masama'y hindi p...
noli,nacalubos,1,B,24,24-137,Ang pagbabalic ng mga alilang nangagsabing hindi nila nasumpungan ang sira ang isip na babae ang siy...
noli,nagcacagalit,1,B,24,24-137,Ang pagbabalic ng mga alilang nangagsabing hindi nila nasumpungan ang sira ang isip na babae ang siy...
noli,Nangagbahabahagui,1,B,24,24-138,Nangagbahabahagui sa ilang pulutong ang mga matanda't mga bata ng matapos ang pagkain at samantalang...
noli,nangagsicuha,1,B,24,24-139,"Cumuha ang iba ng mga ""tablero"" at ang iba nama'y nangagsicuha ng ""baraja,"" ngunit lalong minagaling..."
noli,Audienciang,1,B,24,24-142,"May usapin tayong labing limang taong taon na ngayon ang itinatagal, at walang hucom sa Audienciang ..."
noli,macahatol,1,A,24,24-142,"May usapin tayong labing limang taong taon na ngayon ang itinatagal, at walang hucom sa Audienciang ..."
noli,nangagcapisan,1,B,24,24-145,"Nang maalaman nila ang gayong paglalaro, nangagcapisan ang lahat ng matatandang lalaking marunong ng..."
noli,capanahunang,1,B,24,24-146,"Hinarap ng mga matatandang babae, gayon man, ang cura, upang makipagsalitaan sa kanya tungkol sa mga..."
noli,cacadakilaan,1,B,24,24-147,Nagpasimula ang laro ng buong cacadakilaan....
noli,calaghatian,1,B,24,24-149,"Nang na sa calaghatian na ang laro, tumanggap si Ibarra ng isang telegrama na nagpaningning ng kanya..."
noli,macapa,1,A,24,24-158,"Sa pagka't hindi matacpan ni kapitang Basilio ang ""Reina"" at hindi naman niya maiurong ito, dahil sa..."
noli,pagkapagcaloob,1,B,24,24-161,"At nagtindig siya, pagkapagcaloob sa kanyang calaban ng icaapat na bahagui ng isang oras upang mag-i..."
noli,cartong,1,B,24,24-162,"Tangan ni Iday ang mabilog na cartong kinasusulatan ng apat na po't walong tanong, at si Albino ang ..."
noli,magcacabait,1,B,24,24-169,"—Tingnan mo, aking itinanong: ""¿Kailan baga ako magcacabait?..."
noli,nagcabuhoc,1,B,24,24-170,""" binitiwan ko ang mga ""dado"", at ang ginawa niyang curang iyang bantilaw ay binasa sa libro ang gan..."
noli,palaca,1,B,24,24-170,""" binitiwan ko ang mga ""dado"", at ang ginawa niyang curang iyang bantilaw ay binasa sa libro ang gan..."
noli,Pinagcayarian,1,B,24,24-176,"—ang sinabi nila kay Ibarra, casabay ng paghahandog sa kanya ng ""rueda""—Pinagcayarian naming kung si..."
noli,Nacatanong,1,B,24,24-177,Nacatanong na caming lahat....
noli,Ibiguin,1,B,24,24-182,"—Ibiguin man niya't hindi'y siya'y pinatanong namin: ""¿Tapat baga't hindi magmamaliw ang kanyang pag..."
noli,conglinalayon,1,B,24,24-187,"Tumanong: ""¿Lalabas ba ng magaling ang casalucuyan conglinalayon?..."
noli,Napacapangit,1,B,24,24-189,—¡Napacapangit naman ng tanong na iyan!...
noli,binubuclatbuclat,1,B,24,24-221,"—ang sa cawacasa'y naitanong ng cura, at kinuha ang libro at kanyang binubuclatbuclat...."
noli,nacaw,1,B,24,24-228,"—Amang cura, nacaw ang tawag sa ganyang gawa at ito'y bawal ng Dios at ng mga tao...."
noli,nacapagsasangalang,1,B,24,24-237,"Dahil sa ganito'y ang nangyari, baga man si kapitang Basilio'y bahagya ng nacapagsasangalang, ang la..."
noli,nagcapantay,1,B,24,24-237,"Dahil sa ganito'y ang nangyari, baga man si kapitang Basilio'y bahagya ng nacapagsasangalang, ang la..."
noli,Nangagcamay,1,B,24,24-243,Nangagcamay ang dalawa na nangagpisilan ng buong pagguiguiliwan....
noli,pagguiguiliwan,1,B,24,24-243,Nangagcamay ang dalawa na nangagpisilan ng buong pagguiguiliwan....
noli,ipinagcacatuwa,1,B,24,24-244,Samantalang ipinagcacatuwa ng mga caharap ang nangyaring ito na nagbibigay wacas sa isang usaping to...
noli,magcalaban,1,B,24,24-244,Samantalang ipinagcacatuwa ng mga caharap ang nangyaring ito na nagbibigay wacas sa isang usaping to...
noli,Papuputucan,1,B,24,24-248,—¡Papuputucan ang cumilos!...
noli,capanayam,1,B,24,24-263,"Tinatangggap namin ng buong cagandahan ng loob ang sino man sa aming mga pagsasaya, at kayo man, kun..."
noli,calalampas,1,B,24,24-263,"Tinatangggap namin ng buong cagandahan ng loob ang sino man sa aming mga pagsasaya, at kayo man, kun..."
noli,pagkawica,1,B,24,24-264,At pagkawica nito'y tinalicuran siya....
noli,tinalicuran,1,B,24,24-264,At pagkawica nito'y tinalicuran siya....
noli,naaangcap,1,B,24,24-267,—Inyong talastasing naaangcap ang mga anyo't calagayang iyan sa siyam ng bawa't sampong dalisay na f...
noli,macatanto,1,A,24,24-273,—ang tanong ng ilang ibig macatanto ng lihim....
noli,maputic,1,B,24,24-275,Totoong maputic ang daan at sa tabi lamang may makipot na landas na malalakaran ng iisang tao....
noli,ipatahac,1,B,24,24-277,"Sa galit ng alferez ay inacalang siya'y ipatahac, ngunit cumuha ang tao ng caputol na kahoy at pinac..."
noli,pinacapalopalo,1,B,24,24-277,"Sa galit ng alferez ay inacalang siya'y ipatahac, ngunit cumuha ang tao ng caputol na kahoy at pinac..."
noli,lusac,1,B,24,24-278,"Sinasabi ring ipinagpatuloy daw ng taong iyon ang paglacad ng buong tiwasay, na hindi niya alumana a..."
noli,caningasan,1,B,24,24-288,"Pagkatapos ay nanag-uli ang masayang mga salitaang maingay, puspos ng caningasan, sa silong ng mga s..."
noli,mascara,1,B,24,24-293,"¡Ilagay ninyo ang inyong ""mascara"", sa pagka't kayo'y makikipanayam na naman sa inyong mga kapatid!..."
noli,guinagapangan,1,B,25,25-3,Sumisibol ang malilit na damo sa lumang pader na guinagapangan ng cawangis ng baguing na bumuborda s...
noli,macagambala,1,A,25,25-7,"Lubhang nalilibang ang matanda sa kanyang ginagawa, na ano pa't hindi naino ang pagdating ng binata,..."
noli,copto,1,B,25,25-21,"—ang isinagot ng matandang lalaki, at tuloy nag-alay sa kanya ng isang ""silla"";—hindi nacacawatas ak..."
noli,egipciong,1,B,25,25-38,"Taglay ang mga ""vocal"" ng dating ""alfabeto egipcio""; ang ating o na pangwacas na vocal na na sa cala..."
noli,macapaglilingcod,1,A,25,25-49,"Datapwat kayo po'y aking linilibang sa mga bagay na ito, at hindi ko itinatanong sa inyo kung sa paa..."
noli,Cumalat,1,B,25,25-59,Cumalat kahapon sa bayan yaong nangyari sa buwaya....
noli,napacapangahas,1,B,25,25-60,Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang...
noli,doncella,1,B,25,25-63,"Kinacailangang naging ""doncella"" o naging ina, minsan man lamang, upang gumaling ang isang babae...."
noli,calalabasan,1,B,25,25-66,May casalucuyan akong isang munting gawain ibig kong papagtibayin ang magandang calalabasan....
noli,pinagbabalac,1,B,25,25-67,"At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na escuelahang kany..."
noli,nagtatacang,1,B,25,25-67,"At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na escuelahang kany..."
noli,ibalic,1,B,25,25-76,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng caunti...
noli,nacapagpalaki,1,B,25,25-80,"""Matalas ang pag-iisip ng taong iyan"" ang inaacala ng mga hangal; ""tingnan ninyo't sa walang ano ma'..."
noli,pinagcatiwalaan,1,B,25,25-81,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isan..."
noli,pinapanaguimpan,1,B,25,25-91,"Magaling ang bagay na iyan sa salita, mangyayari lamang sa daigdig na pinapanaguimpan ng kabataan...."
noli,sinactan,1,B,25,25-93,Mula sa unang araw ng inyong pagdating dito'y inyong sinactan ang calooban ng isang fraileng cabalit...
noli,guinggong,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,pangyapac,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,Inocencio,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,mangagcacaisa,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,Cave,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,cadas,1,B,25,25-95,Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong ha...
noli,napacapanganib,1,B,25,25-97,"—Hindi ako lubhang mapanglawin sa pag-iisip ng mangyayari sa ano mang bagay, at sa ganang akin ay hi..."
noli,napacalampas,1,B,25,25-98,"—Inaacala kong napacalampas naman ang mga tacot na iyan, at umaasa akong aking magagawa ang aking mg..."
noli,itatanggui,1,B,25,25-100,Casucatan na upang madurog na lahat ang inyong mga pagsusumicap sa mga pader ng bahay ng tinatahanan...
noli,macagayo'y,1,A,25,25-100,Casucatan na upang madurog na lahat ang inyong mga pagsusumicap sa mga pader ng bahay ng tinatahanan...
noli,macapanghihina,1,A,25,25-100,Casucatan na upang madurog na lahat ang inyong mga pagsusumicap sa mga pader ng bahay ng tinatahanan...
noli,magpapanucala,1,B,25,25-100,Casucatan na upang madurog na lahat ang inyong mga pagsusumicap sa mga pader ng bahay ng tinatahanan...
noli,pinacalabis,1,B,25,25-101,"—Baga man sa inyong sabi,—ang tugon ng binata, hindi ako macapaniwala sa capangyarihang iyang sinabi..."
noli,nacaririnig,1,B,25,25-105,—Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga ...
noli,Tinatacot,1,B,25,25-106,"Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: ..."
noli,tinatacot,1,B,25,25-106,"Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: ..."
noli,macawawala,1,A,25,25-107,"Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa ..."
noli,pinacasusuyo,1,B,25,25-107,"Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa ..."
noli,linacbay,1,B,25,25-109,Kung hindi'y inyo pong isumag ang anyo ng pamamahala sa atin ng ating Pamunuan sa mga ibang lupaing ...
noli,mapapacalabis,1,B,25,25-111,"—ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa ..."
noli,cahingiang,1,B,25,25-111,"—ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa ..."
noli,nagcacahirap,1,B,25,25-111,"—ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa ..."
noli,napacaraming,1,B,25,25-113,"¡Pagka naliwanagan ng sicat ng araw ang carumaldumal na anak ng mga cadiliman, kung magcagayo'y dara..."
noli,camandag,1,B,25,25-113,"¡Pagka naliwanagan ng sicat ng araw ang carumaldumal na anak ng mga cadiliman, kung magcagayo'y dara..."
noli,nalalaguim,1,B,25,25-116,"—ang muling isinagot ni Crisostomo, na nalalaguim ng laban sa kanyang sariling calooban...."
noli,icacailang,1,B,25,25-118,"Tunay nga't may mga capaslangang nagagawa, hindi ko rin naman icacailang siya'y may mga caculangan; ..."
noli,nagbabalac,1,B,25,25-118,"Tunay nga't may mga capaslangang nagagawa, hindi ko rin naman icacailang siya'y may mga caculangan; ..."
noli,pagkapanucala,1,B,25,25-121,"Hindi nasasalansa ng isang tadhana ng hari ang mga gawang lisya ng mga namiminuno, samantalang hindi..."
noli,capaslanga'y,1,B,25,25-121,"Hindi nasasalansa ng isang tadhana ng hari ang mga gawang lisya ng mga namiminuno, samantalang hindi..."
noli,nacatupad,1,B,25,25-121,"Hindi nasasalansa ng isang tadhana ng hari ang mga gawang lisya ng mga namiminuno, samantalang hindi..."
noli,magcatiwala,1,B,25,25-122,"Hindi lamang ito, sacali't pumarito ang isang ginoong may mataas na catungculang may taglay na mga d..."
noli,marupoc,1,B,25,25-122,"Hindi lamang ito, sacali't pumarito ang isang ginoong may mataas na catungculang may taglay na mga d..."
noli,magcahirap,1,B,25,25-123,Nadidilidili naman ng camahalan niyang kinailangang siya'y magpatulo ng maraming pawis at magcahirap...
noli,macapagbuhay,1,A,25,25-123,Nadidilidili naman ng camahalan niyang kinailangang siya'y magpatulo ng maraming pawis at magcahirap...
noli,maipangaco,1,B,25,25-127,Alin man dito'y wala tayong maipangaco sa pumaparito upang mamanihala ng ating capalaran....
noli,pagliwanaguin,1,B,25,25-130,"—Hindi, bago tayo magbalic sa pinag-uusapan natin ay kinacailangang kong pagliwanaguin ang ilang mga..."
noli,magcaayos,1,B,25,25-139,Diyata't ¿hindi nga kaya mangyayaring magcaayos ang pagsinta sa aking tinubuang lupa at ang pagsinta...
noli,magpacaimbi,1,B,25,25-140,"¿Kinacailangan bagang magpacaimbi upang maguing magaling na binyagan, papangitin ang sariling budhi ..."
noli,pinapacacautangan,1,B,25,25-141,"Sinisinta ko ang aking tinubuang lupa, ang Filipinas, sa pagka't siya ang pinapacacautangan ko ng bu..."
noli,Hagcan,1,B,25,25-144,—¡Hagcan!...
noli,macayari,1,A,25,25-150,"Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala..."
noli,catiyagaa't,1,B,25,25-150,"Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala..."
noli,nacatanim,1,B,25,25-150,"Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala..."
noli,macapanglulupaypa'y,1,A,25,25-151,Napag-uunawa ni Ibarra ang cahalagahan ng mga salitang ito; datapwat hindi siya macapanglulupaypa'y;...
noli,pinacabacod,1,B,25,25-155,Isang hanging malamig na pangunahin ng timog ang siyang humihihip; nalalatag sa mga mata niya ang ha...
noli,macacapipintas,1,A,25,25-160,"Pagkaraan ng hangin, nananag-uli ang puno ng rosa sa pagtuwid, at ipinagmamalaki ang kanyang cayaman..."
noli,caitaasang,1,B,25,25-161,"Tan-awain po ninyo roon ang lubhang mayabong na kahoy na ""cupang"" na iyon, na iguinagalaw ng buong c..."
noli,nacacacapit,1,A,25,25-163,"Kung dinala ko rito ang kahoy na iyang malaki na't sagana sa buhay, wala ngang salang hindi sana siy..."
noli,inacat,1,B,25,25-164,"Ganyan din po naman ang maguiguing wacas ninyo, halamang inacat na nanggaling sa Europa at inilipat ..."
noli,magpapacaliit,1,B,25,25-164,"Ganyan din po naman ang maguiguing wacas ninyo, halamang inacat na nanggaling sa Europa at inilipat ..."
noli,maruruclay,1,B,25,25-165,"Masama po ang inyong kalagayan, kayo'y nag-iisa, mataas; umuuga ang lupa, nagbabalita ang langit ng ..."
noli,capangahasang,1,B,25,25-166,"Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa buong casalucuyang naririt..."
noli,makihamoc,1,B,25,25-166,"Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa buong casalucuyang naririt..."
noli,icalalago,1,B,25,25-170,"¿Tunay nga cayang tutulong sila sa akin sa icalalago ng pagpapaaral sa mga bata, na siyang makikipan..."
noli,magpacunwari,1,B,25,25-171,"¿Hindi kaya mangyaring sila'y magpacunwari ng pakikipag-ibigan, magpaimbabaw ng pagtatangkilic, at s..."
noli,iniacala,1,B,25,25-172,¡Alinsunod sa iniacala po ninyong mga anyo'y maaasahang mangyayari ang lahat!...
noli,macasagot,1,A,25,25-173,Nanatili ang matandang lalaki sa hindi pag-imic at hindi macasagot....
noli,macaaaliw,1,A,25,25-175,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagkaalam n..."
noli,cahinatna'y,1,B,25,25-175,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagkaalam n..."
noli,macapagpalacas,1,A,25,25-176,Mangyayaring macapagpalacas ng loob ang gayong uliran sa mga ibang nangatatacot lamang magpasimula....
noli,catwiran,1,B,25,25-177,"Pinaglininglining ni Ibarra ang mga catuwirang ito, napagmasid ang kanyang kalagayan at napagwaring ..."
noli,pagkamahiliguin,1,B,25,25-177,"Pinaglininglining ni Ibarra ang mga catuwirang ito, napagmasid ang kanyang kalagayan at napagwaring ..."
noli,pinacahigpit,1,B,25,25-179,"—ang biglang sinabi, at pinacahigpit ni Ibarra ang kamay ng matandang lalaki...."
noli,bubucsan,1,B,25,25-181,"Ngayon din ay paparoon ako sa cura't aking bubucsan sa kanya ang nilalaman ng aking puso, sa pagka't..."
noli,Capalarang,1,B,25,25-185,—ang ibinulong ng mapag-isip ng mapapanglaw na filosofo; na sinusundan si Ibarra ng kanyang tanaw;—h...
noli,damascong,1,B,26,26-2,"Iniiwan ang caugaliang anyo sa araw-araw, at gumagamit ang bayan ng isang walang cahulilip na casipa..."
noli,cagalacan,1,B,26,26-2,"Iniiwan ang caugaliang anyo sa araw-araw, at gumagamit ang bayan ng isang walang cahulilip na casipa..."
noli,nangacalagay,1,B,26,26-3,"Sarisaring minatamis na mga bungang kahoy rito ang nangacalagay sa mga ""dulcerang"" (lalagyan ng mata..."
noli,dulcerang,1,B,26,26-3,"Sarisaring minatamis na mga bungang kahoy rito ang nangacalagay sa mga ""dulcerang"" (lalagyan ng mata..."
noli,cumacacac,1,B,26,26-4,""" Sumisiap sa ""patio"" ang mga sisiw, cumacacac ang mga inahing manoc, humagukhoc ang mga baboy, na n..."
noli,humagukhoc,1,B,26,26-4,""" Sumisiap sa ""patio"" ang mga sisiw, cumacacac ang mga inahing manoc, humagukhoc ang mga baboy, na n..."
noli,Nagmamanhic,1,B,26,26-5,"Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan n..."
noli,nangagbabalacbalac,1,B,26,26-5,"Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan n..."
noli,champagne,1,B,26,26-7,"Ang mga mayayaman, ang mga nacakita ng higuit kay sa mga iba, palibhasa'y nangaparoon sa Maynila, na..."
noli,natiticman,1,B,26,26-7,"Ang mga mayayaman, ang mga nacakita ng higuit kay sa mga iba, palibhasa'y nangaparoon sa Maynila, na..."
noli,lagoc,1,B,26,26-7,"Ang mga mayayaman, ang mga nacakita ng higuit kay sa mga iba, palibhasa'y nangaparoon sa Maynila, na..."
noli,kinatutusucan,1,B,26,26-9,"Sa dakong gitna'y naroroon ang isang ""pinya-pinyahang"" kinatutusucan ng mga panghiningang marikit na..."
noli,chicos,1,B,26,26-11,"—Sa magcabilang tabi ng pinyang ito, na tinatawag na ""palillera"", nacalagay sa mga cristal na ""frute..."
noli,nacahayin,1,B,26,26-12,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...
noli,nacadibujong,1,B,26,26-12,Saka sa manga bandeja sa ibabaw ng mga papel na may burdang inukit at may mga pintang makikinang na ...
